"filename","function","line_no","CEC"
"git/firezone/elixir/lib/portal_api/controllers/resource_controller.ex","show",48,1
"git/firezone/elixir/lib/portal_api/controllers/resource_controller.ex","create",70,1
"git/firezone/elixir/lib/portal_api/controllers/resource_controller.ex","update",106,1
"git/firezone/elixir/lib/portal_api/controllers/resource_controller.ex","delete",137,1
"git/supavisor/lib/supavisor/auth_query.ex","parse_secret",127,1
"git/firezone/elixir/lib/portal_web/controllers/oidc_controller.ex","load_auth_context",65,2
"git/firezone/elixir/lib/portal_web/controllers/oidc_controller.ex","run_authentication_flow",110,1
"git/firezone/elixir/lib/portal/azure_communication_services.ex","delivery_report",37,3
"git/analytics/lib/plausible_web/controllers/stats_controller.ex","validate_shared_link_password",303,1
"git/phoenix_live_dashboard/lib/phoenix/live_dashboard/page_live.ex","assign_mount",51,1
"git/phoenix_live_dashboard/lib/phoenix/live_dashboard/page_live.ex","get_stored_refresh",101,1
"git/firezone/elixir/lib/portal_web/live/settings/authentication.ex","handle_event",150,1
"git/firezone/elixir/lib/portal_web/live/settings/authentication.ex","assign_default_provider",1543,2
"git/firezone/elixir/lib/portal_web/live/settings/authentication.ex","clear_default_provider",1576,1
"git/nerves/lib/nerves/utils/wsl.ex","get_fwup_devices",62,2
"git/ash/lib/ash/reactor/steps/change_step.ex","run",16,2
"git/ash/lib/ash/type/struct.ex","handle_instance_of",379,2
"git/firezone/elixir/lib/portal_api/controllers/google_directory_controller.ex","show",41,1
"git/analytics/lib/plausible/stats/api_query_parser.ex","parse_timestamp_strings",214,1
"git/asciinema-server/lib/asciinema/recordings/markers.ex","parse_one",30,1
"git/ash/lib/ash/actions/create/bulk.ex","run_batch",1146,2
"git/realtime/lib/realtime/tenants/rebalancer.ex","check",15,1
"git/analytics/extra/lib/plausible_web/sso/real_saml_adapter.ex","consume",81,2
"git/firezone/elixir/lib/portal_web/controllers/email_otp_controller.ex","sign_in",25,1
"git/firezone/elixir/lib/portal_web/controllers/email_otp_controller.ex","maybe_send_email_otp",116,2
"git/analytics/lib/plausible_web/two_factor/session.ex","get_2fa_user",34,1
"git/teslamate/lib/teslamate/log.ex","start_state",67,1
"git/teslamate/lib/teslamate/log.ex","create_current_state",93,2
"git/ash/lib/ash/actions/destroy/bulk.ex","do_atomic_destroy",707,2
"git/analytics/lib/plausible_web/live/change_domain.ex","run_detection",279,2
"git/firezone/elixir/lib/portal/types/protocol_ip_port.ex","cast",19,1
"git/firezone/elixir/lib/portal_api/plugs/auth.ex","call",13,1
"git/phoenix/lib/phoenix/verified_routes.ex","build_conn_forward_path",1058,1
"git/supavisor/lib/supavisor/client_authentication.ex","handle_wrong_password",86,3
"git/supavisor/lib/supavisor/client_authentication.ex","fetch_secrets_from_database",208,2
"git/firezone/elixir/lib/portal_api/gateway/channel.ex","decode_ref",522,1
"git/absinthe/lib/absinthe/schema/notation/sdl.ex","parse",13,2
"git/phoenix_live_view/lib/phoenix_live_view/test/live_view_test.ex","find_cid!",1366,1
"git/ash/lib/ash/actions/read/calculations.ex","calculate",31,1
"git/firezone/elixir/lib/portal_api/controllers/client_session_controller.ex","index",38,1
"git/firezone/elixir/lib/portal_api/controllers/client_session_controller.ex","show",64,1
"git/firezone/elixir/lib/portal/accounts/config.ex","validate_doh_provider_for_secure",156,1
"git/firezone/elixir/lib/portal/accounts/config.ex","validate_addresses_for_type",170,1
"git/firezone/elixir/lib/portal/accounts/config.ex","validate_custom_has_addresses",202,1
"git/quantum-core/lib/quantum/execution_broadcaster.ex","add_job_to_state",237,2
"git/ash/lib/ash/actions/helpers/bulk.ex","get_ref_from_metadata",221,2
"git/pinchflat/lib/pinchflat/downloading/media_downloader.ex","attempt_recovery_from_error",108,1
"git/analytics/lib/plausible_web/controllers/api/external_stats_controller.ex","aggregate",17,1
"git/analytics/lib/plausible_web/controllers/api/external_stats_controller.ex","breakdown",36,1
"git/analytics/lib/plausible_web/controllers/api/external_stats_controller.ex","timeseries",254,1
"git/analytics/lib/plausible_web/controllers/api/external_stats_controller.ex","validate_date",276,2
"git/ash/lib/ash/resource/transformers/get_by_read_actions.ex","transform",34,1
"git/electric/packages/sync-service/lib/electric/postgres/inspector/ets_inspector.ex","fetch_from_db",244,2
"git/anoma/lib/node/transaction/storage/storage.ex","new_key_heights",677,1
"git/phoenix_live_dashboard/lib/phoenix/live_dashboard/components/nav_bar_component.ex","normalize_current",30,1
"git/symphony/elixir/lib/symphony_elixir/codex/dynamic_tool.ex","execute_linear_graphql",59,1
"git/ash/lib/ash/igniter.ex","scan_sources_for_modules",78,1
"git/phoenix_live_dashboard/lib/phoenix/live_dashboard/system_info.ex","socket_info",663,1
"git/phoenix_live_dashboard/lib/phoenix/live_dashboard/system_info.ex","socket_info",682,1
"git/analytics/lib/plausible/site/gate_keeper.ex","policy",46,1
"git/analytics/extra/lib/plausible_web/live/funnel_settings/form.ex","evaluate_funnel",346,1
"git/teslamate/lib/teslamate/vehicles/vehicle.ex","healthy?",137,1
"git/teslamate/lib/teslamate/vehicles/vehicle.ex","handle_event",276,1
"git/teslamate/lib/teslamate/vehicles/vehicle.ex","restore_last_known_values",1254,1
"git/firezone/elixir/lib/portal/replication/decoder.ex","double_decode_json",218,1
"git/ash/lib/ash/embeddable_type.ex","cast_input_array",279,1
"git/ash/lib/ash/embeddable_type.ex","cast_stored",432,2
"git/ash/lib/ash/embeddable_type.ex","prepare_change",670,1
"git/ash/lib/ash/embeddable_type.ex","check_atomic",735,2
"git/ash/lib/ash/resource/validation/negate.ex","init",30,2
"git/analytics/lib/plausible/imported.ex","clamp_dates",144,1
"git/firezone/elixir/lib/portal/cache/gateway.ex","reauthorize_policy_authorization",329,1
"git/realtime/lib/realtime_web/plugs/baggage_request_id.ex","call",26,1
"git/teslamate/lib/teslamate/vehicles/vehicle/summary.ex","version",221,1
"git/ash/lib/ash/query/function/if.ex","inspect",74,1
"git/analytics/lib/plausible_web/live/installation.ex","detect_recommended_installation_type",209,1
"git/analytics/extra/lib/plausible/auth/sso/domain/verification.ex","meta_tag",60,1
"git/firezone/elixir/lib/portal/config/resolver.ex","fetch_process_value",58,1
"git/firezone/elixir/lib/portal/config/resolver.ex","resolve_env_value",76,2
"git/firezone/elixir/lib/portal/repo/filter.ex","build_dynamic",128,3
"git/firezone/elixir/lib/portal/repo/filter.ex","apply_filter",144,3
"git/realtime/lib/extensions/postgres_cdc_rls/subscription_manager.ex","handle_continue",85,1
"git/teslamate/lib/tesla_api/stream.ex","terminate",249,1
"git/ash/lib/ash/expr/sat.ex","upgrade_ref",93,1
"git/analytics/lib/plausible/ingestion/request.ex","parse_body",141,1
"git/analytics/lib/plausible/ingestion/request.ex","put_uri",225,3
"git/electric/packages/sync-service/lib/electric/shapes/shape.ex","validate_where_clause",280,2
"git/phoenix/lib/mix/tasks/phx.gen.auth.ex","maybe_inject_router_import",723,3
"git/phoenix/lib/mix/tasks/phx.gen.auth.ex","maybe_inject_router_plug",755,3
"git/phoenix/lib/mix/tasks/phx.gen.auth.ex","inject_before_final_end",992,2
"git/phoenix_live_view/lib/phoenix_live_view/engine.ex","to_rendered_struct",376,1
"git/phoenix_live_view/lib/phoenix_live_view/engine.ex","to_live_struct",473,1
"git/phoenix_live_view/lib/phoenix_live_view/engine.ex","to_live_struct",548,1
"git/phoenix_live_view/lib/phoenix_live_view/engine.ex","slot_to_rendered",926,1
"git/firezone/elixir/lib/portal_api/controllers/google_auth_provider_controller.ex","show",41,1
"git/analytics/lib/plausible_web/controllers/auth_controller.ex","login",266,4
"git/analytics/lib/plausible_web/controllers/auth_controller.ex","get_2fa_user_limited",526,1
"git/realtime/lib/realtime/tenants/replication_connection.ex","handle_message",360,3
"git/firezone/elixir/lib/portal_api/controllers/gateway_session_controller.ex","index",31,1
"git/firezone/elixir/lib/portal_api/controllers/gateway_session_controller.ex","show",58,1
"git/ash/lib/ash/data_layer/mnesia/mnesia.ex","run_query",285,2
"git/ash/lib/ash/data_layer/mnesia/mnesia.ex","update",537,1
"git/analytics/lib/plausible/segments/segment.ex","validate_segment_data",119,2
"git/ash/lib/ash/filter/filter.ex","field_to_ref",2525,1
"git/ash/lib/ash/filter/filter.ex","add_expression_part",3174,1
"git/ash/lib/ash/filter/filter.ex","add_expression_part",3216,1
"git/ash/lib/ash/filter/filter.ex","add_expression_part",3290,2
"git/ash/lib/ash/filter/filter.ex","add_expression_part",3376,1
"git/ash/lib/ash/filter/filter.ex","add_expression_part_relationship",3494,1
"git/ash/lib/ash/filter/filter.ex","resolve_call",3643,2
"git/ash/lib/ash/filter/filter.ex","resolve_call",3808,1
"git/ash/lib/ash/filter/filter.ex","resolve_call",3840,2
"git/ash/lib/ash/filter/filter.ex","resolve_call",3850,2
"git/ash/lib/ash/filter/filter.ex","resolve_call",3882,2
"git/ash/lib/ash/filter/filter.ex","maybe_operator_expression",4028,2
"git/ash/lib/ash/filter/filter.ex","maybe_operator_expression",4039,2
"git/ash/lib/ash/filter/filter.ex","do_hydrate_refs",4154,2
"git/ash/lib/ash/filter/filter.ex","do_hydrate_refs",4259,2
"git/ash/lib/ash/filter/filter.ex","do_hydrate_refs",4397,1
"git/ash/lib/ash/filter/filter.ex","do_hydrate_refs",4682,1
"git/ash/lib/ash/filter/filter.ex","parse_predicates",5018,2
"git/ash/lib/ash/filter/filter.ex","last_relationship",5238,1
"git/analytics/lib/plausible_web/controllers/site_controller.ex","check_can_already_access",645,1
"git/libcluster/lib/strategy/gossip.ex","decrypt",273,2
"git/teslamate/lib/teslamate/vehicles.ex","block_until_started",71,1
"git/asciinema-server/lib/asciinema_web/plug/trailing_format.ex","call",7,1
"git/firezone/elixir/lib/portal/authentication.ex","authenticate_ingestion",230,1
"git/firezone/elixir/lib/portal/authentication.ex","verify_identified_token",261,1
"git/firezone/elixir/lib/portal/authentication.ex","verify_identified_token",274,1
"git/firezone/elixir/lib/portal/authentication.ex","verify_infrastructure_token",305,1
"git/firezone/elixir/lib/portal/authentication.ex","use_token",337,1
"git/firezone/elixir/lib/portal/authentication.ex","authenticate",384,1
"git/ash/lib/ash/code_interface.ex","handle_custom_inputs",1419,4
"git/ash/lib/ash/code_interface.ex","fetch_key",1539,1
"git/ash/lib/ash/type/type.ex","do_generator",806,1
"git/phoenix_live_view/lib/phoenix_live_view/channel.ex","mount",1112,2
"git/electric/examples/burn/lib/burn/accounts/user.ex","validate_image_url",49,1
"git/electric/examples/burn/lib/burn/accounts/user.ex","is_valid_image",81,3
"git/ash/lib/ash/type/union.ex","try_cast_type",741,1
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","guests_index",36,2
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","goals_index",86,2
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","create_site",121,2
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","get_site",179,1
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","update_site",208,4
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","find_or_create_guest",275,3
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","delete_guest",321,2
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","find_or_create_shared_link",356,4
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","find_or_create_goal",400,5
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","delete_goal",432,5
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","custom_props_index",459,2
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","add_custom_prop",480,4
"git/analytics/extra/lib/plausible_web/controllers/api/external_sites_controller.ex","delete_custom_prop",521,3
"git/firezone/elixir/lib/portal_api/controllers/userpass_auth_provider_controller.ex","show",41,1
"git/teslamate/lib/teslamate_web/live/geofence_live/form.ex","handle_event",61,1
"git/teslamate/lib/teslamate_web/live/geofence_live/form.ex","show_modal_or_save",137,1
"git/teslamate/lib/teslamate_web/live/geofence_live/form.ex","set_grafana_url",171,2
"git/electric/examples/gatekeeper-auth/api/lib/api_web/authenticator.ex","authorize",20,1
"git/electric/packages/sync-service/lib/electric/shapes/where_clause.ex","includes_record?",8,1
"git/firezone/elixir/lib/portal_web/live/resources.ex","valid_tod_range?",221,1
"git/firezone/elixir/lib/portal_web/live/resources.ex","filter_site_from_params",234,1
"git/firezone/elixir/lib/portal_web/live/resources.ex","create_resource",1222,3
"git/firezone/elixir/lib/portal_web/live/resources.ex","update_resource",1268,3
"git/firezone/elixir/lib/portal_api/controllers/okta_auth_provider_controller.ex","show",41,1
"git/firezone/elixir/lib/portal_api/controllers/client_controller.ex","index",36,1
"git/firezone/elixir/lib/portal_api/controllers/client_controller.ex","show",60,1
"git/firezone/elixir/lib/portal_api/controllers/client_controller.ex","update",89,1
"git/firezone/elixir/lib/portal_api/controllers/client_controller.ex","verify",132,1
"git/firezone/elixir/lib/portal_api/controllers/client_controller.ex","unverify",160,1
"git/firezone/elixir/lib/portal_api/controllers/client_controller.ex","delete",188,1
"git/firezone/elixir/lib/portal_api/controllers/account_controller.ex","show",19,1
"git/firezone/elixir/lib/portal_api/controllers/email_otp_auth_provider_controller.ex","show",41,1
"git/asciinema-server/lib/asciinema_web/stream_producer_socket.ex","handle_in",84,1
"git/absinthe/lib/absinthe/phase/subscription/subscribe_self.ex","run",11,1
"git/absinthe/lib/absinthe/phase/subscription/subscribe_self.ex","do_subscription",24,1
"git/firezone/elixir/lib/portal/cache/client.ex","authorize_resource",122,3
"git/oban/lib/oban/engines/dolphin.ex","insert_job",56,2
"git/anoma/lib/node/transaction/ordering/ordering.ex","fire_request",624,1
"git/analytics/lib/plausible_web/controllers/google_analytics_controller.ex","property",108,5
"git/analytics/lib/plausible_web/controllers/google_analytics_controller.ex","import",280,2
"git/realtime/lib/extensions/postgres_cdc_rls/cdc_rls.ex","with_rate_counter",76,2
"git/firezone/elixir/lib/portal/geo.ex","maybe_put_default_coordinates",352,1
"git/firezone/elixir/lib/portal_api/controllers/membership_controller.ex","index",37,1
"git/firezone/elixir/lib/portal_api/controllers/membership_controller.ex","update_put",69,1
"git/firezone/elixir/lib/portal_api/controllers/membership_controller.ex","update_patch",110,1
"git/firezone/elixir/lib/portal/types/ip_port.ex","cast",17,1
"git/firezone/elixir/lib/portal/types/ip_port.ex","parse_binary",30,1
"git/firezone/elixir/lib/portal/types/ip_port.ex","parse_binary",38,1
"git/analytics/extra/lib/plausible_web/controllers/sso_controller.ex","login",32,2
"git/nerves/lib/mix/tasks/nerves.artifact.get.ex","get_artifact",57,1
"git/electric/packages/sync-service/lib/electric/config.ex","parse_url_userinfo",389,1
"git/electric/packages/sync-service/lib/electric/config.ex","parse_human_readable_time",482,1
"git/electric/packages/sync-service/lib/electric/config.ex","parse_human_readable_size",541,1
"git/firezone/elixir/lib/portal/types/cidr.ex","cast",117,2
"git/firezone/elixir/lib/portal/types/cidr.ex","parse_binary",133,2
"git/realtime/lib/realtime/monitoring/distributed_metrics.ex","node_queue_size",79,1
"git/ash/lib/ash.ex","aggregate",1088,1
"git/ash/lib/ash.ex","run_action",1947,2
"git/ash/lib/ash.ex","get",2115,1
"git/ash/lib/ash.ex","load",2564,2
"git/ash/lib/ash.ex","read",2821,1
"git/ash/lib/ash.ex","read_one",2967,1
"git/ash/lib/ash.ex","read_first",3046,1
"git/ash/lib/ash.ex","create",3187,1
"git/ash/lib/ash.ex","bulk_create",3351,1
"git/ash/lib/ash.ex","bulk_update",3458,1
"git/ash/lib/ash.ex","bulk_destroy",3568,1
"git/ash/lib/ash.ex","update",3691,2
"git/ash/lib/ash.ex","destroy",3837,3
"git/ash/lib/ash.ex","transaction",3936,1
"git/ash/lib/ash.ex","transact",4039,1
"git/realtime/lib/realtime_web/channels/user_socket.ex","connect",43,9
"git/realtime/lib/realtime_web/plugs/auth_tenant.ex","call",18,1
"git/firezone/elixir/lib/portal_api/controllers/policy_controller.ex","index",24,1
"git/firezone/elixir/lib/portal_api/controllers/policy_controller.ex","show",47,1
"git/firezone/elixir/lib/portal_api/controllers/policy_controller.ex","create",67,1
"git/firezone/elixir/lib/portal_api/controllers/policy_controller.ex","update",102,1
"git/firezone/elixir/lib/portal_api/controllers/policy_controller.ex","delete",133,1
"git/asciinema-server/lib/asciinema/recordings/asciicast/v2.ex","parse_event",33,1
"git/asciinema-server/lib/asciinema/recordings/asciicast/v2.ex","parse_header",72,4
"git/anoma/lib/node/transaction/backends/backends.ex","execute",63,1
"git/anoma/lib/node/transaction/backends/backends.ex","execute",84,1
"git/anoma/lib/node/transaction/backends/backends.ex","vm_execute",104,1
"git/anoma/lib/node/transaction/backends/backends.ex","transparent_resource_tx",136,2
"git/anoma/lib/node/transaction/backends/backends.ex","verify_tx_root",224,1
"git/anoma/lib/node/transaction/backends/backends.ex","storage_check",237,1
"git/anoma/lib/node/transaction/backends/backends.ex","store_value",321,1
"git/anoma/lib/node/transaction/backends/backends.ex","cairo_resource_tx",352,1
"git/phoenix_live_dashboard/lib/phoenix/live_dashboard/telemetry_listener.ex","extract_datapoint_for_metric",32,1
"git/firezone/elixir/lib/portal/types/inet.ex","cast",18,1
"git/firezone/elixir/lib/portal_web/live/settings/directory_sync.ex","start_verification",1612,2
"git/firezone/elixir/lib/portal_web/live/settings/directory_sync.ex","start_verification",1650,1
"git/electric/packages/sync-service/lib/electric/postgres/replication_connection.ex","decode_lsn",212,1
"git/electric/packages/sync-service/lib/electric/postgres/replication_connection.ex","handle",410,1
"git/ash/lib/ash/type/keyword.ex","try_map_to_keyword",274,1
"git/firezone/elixir/lib/portal_web/live/service_accounts.ex","handle_params",80,2
"git/firezone/elixir/lib/portal_web/live/service_accounts.ex","handle_event",394,3
"git/firezone/elixir/lib/portal_web/live/service_accounts.ex","handle_event",415,3
"git/firezone/elixir/lib/portal_web/live/service_accounts.ex","handle_event",442,2
"git/firezone/elixir/lib/portal_web/live/service_accounts.ex","list_actors",865,2
"git/absinthe/lib/absinthe/sigil.ex","sigil_GQL",7,2
"git/absinthe/lib/absinthe/schema/notation.ex","do_import_sdl",2169,1
"git/ash/lib/ash/query/operator/operator.ex","try_cast",377,1
"git/firezone/elixir/lib/portal/repo/paginator.ex","decode_cursor",342,1
"git/oban/lib/oban/engines/lite.ex","insert_job",63,2
"git/analytics/lib/plausible/billing/billing.ex","add_last_bill_date",199,1
"git/electric/packages/sync-service/lib/electric/replication/schema_reconciler.ex","handle_diverged_relations",95,1
"git/ash/lib/ash/resource/igniter.ex","domain",68,1
"git/ash/lib/ash/resource/igniter.ex","add_block",96,1
"git/ash/lib/ash/resource/igniter.ex","add_bypass",120,1
"git/ash/lib/ash/resource/igniter.ex","add_policy",158,1
"git/ash/lib/ash/resource/igniter.ex","defines_attribute",207,1
"git/ash/lib/ash/resource/igniter.ex","defines_calculation",243,1
"git/ash/lib/ash/resource/igniter.ex","defines_identity",272,1
"git/ash/lib/ash/resource/igniter.ex","defines_action",309,1
"git/ash/lib/ash/resource/igniter.ex","defines_relationship",363,1
"git/ash/lib/ash/resource/igniter.ex","has_default_action",534,1
"git/ash/lib/ash/resource/igniter.ex","has_default_action",541,1
"git/ash/lib/ash/resource/igniter.ex","add_default_action",612,1
"git/ash/lib/ash/resource/igniter.ex","add_default_action",627,1
"git/ash/lib/ash/resource/igniter.ex","has_timestamps_call",658,1
"git/firezone/elixir/lib/portal_api/relay/socket.ex","do_connect",57,1
"git/firezone/elixir/lib/portal/workers/outbound_email.ex","persist_delivery_result",34,2
"git/asciinema-server/lib/asciinema_web/controllers/api/recording_controller.ex","assign_cli",88,1
"git/supavisor/lib/supavisor/protocol/server.ex","decode_row_description",409,1
"git/electric/packages/elixir-client/test/support/ulid.ex","dump",39,1
"git/analytics/lib/plausible/goals/goals.ex","update",90,2
"git/analytics/lib/plausible_web/controllers/api/stats_controller.ex","query",44,1
"git/analytics/lib/plausible_web/controllers/api/stats_controller.ex","exploration_next",144,1
"git/analytics/lib/plausible_web/controllers/api/stats_controller.ex","exploration_funnel",162,1
"git/analytics/lib/plausible_web/controllers/api/stats_controller.ex","exploration_next_with_funnel",198,1
"git/analytics/lib/plausible_web/controllers/api/stats_controller.ex","funnel",243,4
"git/analytics/lib/plausible/teams/invitations/invite_to_site.ex","do_invite",41,1
"git/teslamate/lib/teslamate/locations.ex","create_geofence",184,1
"git/teslamate/lib/teslamate/locations.ex","update_geofence",195,1
"git/teslamate/lib/teslamate/locations.ex","delete_geofence",207,1
"git/realtime/lib/realtime/tenants/connect/register_process.ex","run",12,3
"git/realtime/lib/extensions/postgres_cdc_rls/replication_poller.ex","handle_continue",65,1
"git/ash/lib/ash/data_layer/simple/simple.ex","set_context",149,1
"git/symphony/elixir/lib/symphony_elixir/linear/adapter.ex","create_comment",51,3
"git/symphony/elixir/lib/symphony_elixir/linear/adapter.ex","update_issue_state",64,3
"git/symphony/elixir/lib/symphony_elixir/linear/adapter.ex","resolve_state_id",81,2
"git/phoenix_live_view/lib/phoenix_live_view/colocated_assets.ex","process_module",100,1
"git/analytics/lib/plausible_web/plugs/authorize_site_access.ex","maybe_get_shared_link",204,3
"git/analytics/lib/plausible/stats/legacy/legacy_query_builder.ex","parse_order_by",285,1
"git/analytics/lib/plausible/stats/legacy/legacy_query_builder.ex","parse_include",304,1
"git/electric/packages/sync-service/lib/electric/replication/eval/env.ex","parse_const",166,1
"git/electric/packages/sync-service/lib/electric/replication/eval/env.ex","parse_const",182,1
"git/teslamate/lib/tesla_api/auth.ex","decode_jwt_payload",80,3
"git/firezone/elixir/lib/portal_api/gateway/socket.ex","do_connect",41,2
"git/firezone/elixir/lib/portal_web/live_table.ex","handle_live_table_params",622,2
"git/firezone/elixir/lib/portal_web/live_table.ex","cast_filter",796,1
"git/firezone/elixir/lib/portal_web/live_table.ex","cast_filter",805,1
"git/firezone/elixir/lib/portal_web/live_table.ex","cast_filter",813,1
"git/firezone/elixir/lib/portal_web/live_table.ex","parse_order_by",850,1
"git/firezone/elixir/lib/portal_web/live_table.ex","normalize_datetime_filter",1011,1
"git/electric/packages/sync-service/lib/electric/async_deleter.ex","unsafe_cleanup_with_retries!",234,2
"git/firezone/elixir/lib/portal/okta/api_client.ex","extract_cursor_from_link",389,1
"git/firezone/elixir/lib/portal/okta/api_client.ex","delay_from_x_rate_limit_reset",506,1
"git/firezone/elixir/lib/portal_api/plugs/ingestion_auth.ex","call",9,1
"git/analytics/lib/plausible_web/plugs/authorize_plugins_api.ex","call",17,1
"git/analytics/lib/plausible_web/plugs/authorize_plugins_api.ex","extract_token",42,1
"git/asciinema-server/lib/asciinema/workers/update_fts_content.ex","perform",12,3
"git/firezone/elixir/lib/portal_web/live/sites.ex","handle_event",591,2
"git/ecto/lib/ecto/query/builder/join.ex","ensure_on",307,1
"git/teslamate/lib/teslamate/import.ex","parse_date",210,1
"git/analytics/lib/plausible/helpers/json.ex","decode_or_fallback",7,2
"git/anoma/lib/node/intents/intentpool/intent_pool.ex","handle_new_intent",169,1
"git/realtime/lib/realtime_web/channels/auth/jwt_verification.ex","verify",41,1
"git/nerves/lib/nerves/artifact/resolvers/github_api.ex","gh_token",180,1
"git/ash/lib/ash/actions/action.ex","run_with_hooks",427,1
"git/ash/lib/ash/actions/action.ex","run_with_hooks",448,1
"git/supavisor/lib/supavisor/protocol/debug.ex","safe_extract_two_strings",187,1
"git/analytics/extra/lib/plausible_web/live/customer_support/team/components/consolidated_views.ex","update",16,1
"git/firezone/elixir/lib/portal_web/live/groups.ex","valid_tod_range?",940,1
"git/firezone/elixir/lib/portal_web/live/groups.ex","list_groups",1243,2
"git/phoenix/lib/phoenix/socket/transport.ex","connect_session",514,1
"git/anoma/lib/supervisor.ex","start_node",58,1
"git/ash/lib/ash/filter/runtime.ex","resolve_expr",654,7
"git/ash/lib/ash/filter/runtime.ex","resolve_expr",740,4
"git/ash/lib/ash/filter/runtime.ex","resolve_expr",801,1
"git/ash/lib/ash/filter/runtime.ex","resolve_ref",969,1
"git/symphony/elixir/lib/symphony_elixir/orchestrator.ex","maybe_dispatch",227,10
"git/realtime/lib/realtime_web/channels/realtime_channel/presence_handler.ex","handle",68,1
"git/realtime/lib/realtime_web/channels/realtime_channel/presence_handler.ex","track",123,4
"git/firezone/elixir/lib/portal_api/client/socket.ex","do_connect",44,3
"git/firezone/elixir/lib/portal_api/controllers/entra_auth_provider_controller.ex","show",41,1
